Area,Locality,Colony,Lane,Area (sq.ft.),BHK,Bathrooms,Furnishing Status,Distance to School (km),Distance to Hospital (km),Distance to Metro (km),Age of Property (years),Price (Lakhs),Full Address,Latitude,Longitude
Hadapsar,Gadital,Colony 4,Lane No. 5,1133,5,3,Furnished,1.77,0.79,2.09,19,72.49,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Kondhwa,Yewalewadi,Colony 5,Lane No. 1,1600,1,1,Semi-Furnished,2.85,3.84,1.59,3,22.55,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Bibwewadi,Vishwakarma Nagar,Colony 6,Lane No. 3,1257,1,1,Semi-Furnished,3.39,0.6,1.15,12,12.93,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Hadapsar,Gadital,Colony 1,Lane No. 2,2362,4,3,Unfurnished,3.04,1.88,4.2,19,81.51,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Bibwewadi,Market Yard,Colony 4,Lane No. 5,2250,1,1,Semi-Furnished,2.94,2.84,4.87,3,14.14,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Hadapsar,Magarpatta City,Colony 7,Lane No. 4,2301,4,3,Semi-Furnished,1.38,2.07,4.55,2,117.57,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Hinjewadi,Phase 1,Colony 3,Lane No. 5,569,3,3,Semi-Furnished,4.83,1.3,3.15,9,24.33,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Kondhwa,Yewalewadi,Colony 5,Lane No. 5,2503,2,2,Unfurnished,2.29,2.77,3.59,12,59.61,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Aundh,Baner Pashan Link,Colony 3,Lane No. 5,1759,3,3,Furnished,4.17,0.78,3.78,2,63.88,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Bibwewadi,Market Yard,Colony 2,Lane No. 2,2354,2,2,Unfurnished,4.4,1.25,3.55,8,49.03,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Kondhwa,Yewalewadi,Colony 2,Lane No. 4,2330,5,3,Furnished,1.94,1.56,1.41,16,141.79,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Katraj,Bharti Vidyapeeth Campus,Colony 7,Lane No. 2,2146,2,2,Furnished,2.91,2.94,1.1,6,36.09,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Kondhwa,Salisbury Park,Colony 7,Lane No. 4,2630,1,1,Unfurnished,1.74,3.15,3.43,3,37.96,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Hinjewadi,Phase 3,Colony 7,Lane No. 1,2735,3,3,Unfurnished,4.77,2.29,4.03,15,73.18,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Viman Nagar,Lunkad Colony,Colony 5,Lane No. 3,2995,2,2,Furnished,3.16,1.24,3.33,9,59.71,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Baner,Balewadi Phata,Colony 7,Lane No. 3,2808,2,2,Furnished,4.12,3.58,2.86,9,60.3,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Hadapsar,Amanora Park Town,Colony 7,Lane No. 5,2676,1,1,Semi-Furnished,1.05,3.95,2.37,17,29.58,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Wakad,Datta Mandir Road,Colony 5,Lane No. 5,1496,5,3,Unfurnished,4.96,3.74,5.14,0,97.81,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Viman Nagar,Lunkad Colony,Colony 3,Lane No. 2,548,2,2,Furnished,0.91,2.4,2.12,13,8.53,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Viman Nagar,Mhada Colony,Colony 3,Lane No. 3,2589,2,2,Furnished,0.97,2.2,4.94,19,76.1,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Aundh,Parihar Chowk,Colony 3,Lane No. 5,1729,4,3,Unfurnished,2,1.02,2.24,0,87.78,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Viman Nagar,Tingre Nagar,Colony 1,Lane No. 4,1516,2,2,Unfurnished,0.77,2.97,5.55,8,42.6,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Kondhwa,NIBM Road,Colony 1,Lane No. 3,670,3,3,Semi-Furnished,1.21,2.6,3,4,22.61,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Katraj,Bharti Vidyapeeth Campus,Colony 2,Lane No. 1,2743,5,3,Unfurnished,2.75,1.6,5.55,2,201.83,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Katraj,Vignaharta Colony,Colony 2,Lane No. 3,2211,1,1,Furnished,3.58,3.8,2.72,2,17.97,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Hinjewadi,Phase 2,Colony 3,Lane No. 1,2255,4,3,Semi-Furnished,3.12,0.51,1.2,1,56.28,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Hinjewadi,Phase 2,Colony 2,Lane No. 5,1281,1,1,Furnished,2.6,0.55,5.08,14,14.8,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Kondhwa,Yewalewadi,Colony 3,Lane No. 3,2094,3,3,Unfurnished,3.77,1.2,3.59,17,81.28,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Kothrud,Ideal Colony,Colony 3,Lane No. 2,1230,4,3,Unfurnished,3.2,1.56,5.07,13,36.2,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Viman Nagar,Lunkad Colony,Colony 6,Lane No. 3,2433,5,3,Semi-Furnished,1.49,3.72,3.65,0,110.75,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Kothrud,Karve Nagar,Colony 3,Lane No. 3,1164,5,3,Unfurnished,0.61,3.51,4.97,10,43.29,"Karve Nagar, Kothrud, Pune, Maharashtra, India",18.5011478,73.814381
Kondhwa,NIBM Road,Colony 5,Lane No. 4,2456,2,2,Unfurnished,3.56,0.69,3.06,13,24.72,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Bibwewadi,Market Yard,Colony 6,Lane No. 1,1888,3,3,Furnished,4.91,3.28,4.06,6,72.32,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Wakad,Datta Mandir Road,Colony 5,Lane No. 2,2823,4,3,Unfurnished,2.02,3.04,5.48,5,146.92,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Kothrud,Ideal Colony,Colony 7,Lane No. 1,625,2,2,Unfurnished,2.07,3.19,3.72,11,7.15,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Kothrud,Ideal Colony,Colony 6,Lane No. 5,2381,1,1,Semi-Furnished,4.92,0.98,1.59,10,31.18,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Viman Nagar,Lunkad Colony,Colony 4,Lane No. 1,809,5,3,Furnished,2.5,0.64,5.85,6,46.91,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Wakad,Datta Mandir Road,Colony 6,Lane No. 1,1478,4,3,Semi-Furnished,3.74,2.68,3.08,11,71.81,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Baner,Balewadi Phata,Colony 3,Lane No. 3,1753,2,2,Semi-Furnished,3.02,0.74,2.19,0,23.07,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Katraj,Bharti Vidyapeeth Campus,Colony 4,Lane No. 5,2609,4,3,Semi-Furnished,0.92,3.65,3.71,5,116.34,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Katraj,Gokulnagar,Colony 6,Lane No. 3,2722,5,3,Furnished,1.99,2.79,2.22,0,145.96,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Katraj,Vignaharta Colony,Colony 3,Lane No. 5,2639,3,3,Unfurnished,3.2,1.39,1.78,12,76.8,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Bibwewadi,Market Yard,Colony 1,Lane No. 4,2369,1,1,Unfurnished,4.04,3.17,4.08,15,25.98,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Baner,Pashan Link Road,Colony 7,Lane No. 4,402,4,3,Furnished,3.7,1.12,1.57,17,23.49,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Hinjewadi,Phase 3,Colony 5,Lane No. 3,906,2,2,Furnished,4.83,1.21,3.13,15,21.91,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Aundh,Baner Pashan Link,Colony 5,Lane No. 3,2418,4,3,Furnished,1.08,3.77,4.7,14,127.07,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Kothrud,Ideal Colony,Colony 5,Lane No. 5,1070,4,3,Furnished,2.69,1.26,4.14,0,58.71,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Kondhwa,NIBM Road,Colony 5,Lane No. 1,1287,4,3,Semi-Furnished,2.49,1.19,1.24,11,46.37,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Kothrud,Paud Road,Colony 1,Lane No. 4,1465,2,2,Unfurnished,4.91,0.51,3.58,11,37.76,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Bibwewadi,Market Yard,Colony 3,Lane No. 3,1766,1,1,Semi-Furnished,4.29,2.83,4.86,3,11.71,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Aundh,Baner Pashan Link,Colony 4,Lane No. 4,940,4,3,Semi-Furnished,0.95,3.22,5.18,6,41.13,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Katraj,Gokulnagar,Colony 3,Lane No. 4,440,1,1,Semi-Furnished,2.43,3.63,3.03,18,3.85,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Kothrud,Karve Nagar,Colony 5,Lane No. 4,1626,1,1,Semi-Furnished,3.77,2.92,1.88,20,22.43,"Karve Nagar, Kothrud, Pune, Maharashtra, India",18.5011478,73.814381
Katraj,Vignaharta Colony,Colony 6,Lane No. 5,1797,1,1,Furnished,3.87,3.98,5.87,12,18.51,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Kothrud,Paud Road,Colony 5,Lane No. 1,1591,1,1,Unfurnished,3.97,0.52,3.88,10,18.68,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Baner,Pashan Link Road,Colony 7,Lane No. 3,2649,5,3,Furnished,2.48,3.03,2.32,12,146.95,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Bibwewadi,Vishwakarma Nagar,Colony 3,Lane No. 1,1649,3,3,Unfurnished,2.69,2.74,2.71,0,49.27,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Hinjewadi,Phase 3,Colony 2,Lane No. 1,598,4,3,Unfurnished,1.15,3.52,2.7,8,13.83,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Aundh,Parihar Chowk,Colony 1,Lane No. 2,2502,3,3,Semi-Furnished,1.75,3.48,5.2,20,70.02,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Wakad,Kalewadi Phata,Colony 1,Lane No. 2,917,5,3,Unfurnished,2.4,3.36,1.48,5,45.41,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Hadapsar,Magarpatta City,Colony 7,Lane No. 3,1959,3,3,Unfurnished,3.68,3.66,5.74,7,53.42,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Baner,Pashan Link Road,Colony 4,Lane No. 2,2795,4,3,Semi-Furnished,3.79,2.94,1.57,11,77.79,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Baner,Balewadi Phata,Colony 1,Lane No. 2,2685,5,3,Unfurnished,4.54,1.41,5.05,11,124.13,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Wakad,Jambulkar Nagar,Colony 1,Lane No. 3,1113,1,1,Semi-Furnished,3.62,1.26,3.7,12,6.53,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Baner,Balewadi Phata,Colony 5,Lane No. 2,433,4,3,Semi-Furnished,1.31,3.76,1.67,12,15.13,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Kothrud,Paud Road,Colony 7,Lane No. 4,2785,2,2,Unfurnished,0.72,2.92,2.03,20,70.89,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Hadapsar,Amanora Park Town,Colony 3,Lane No. 5,2964,5,3,Semi-Furnished,3.32,1.83,1.94,19,142.32,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Katraj,Vignaharta Colony,Colony 3,Lane No. 2,1534,4,3,Unfurnished,2.06,3.26,4.42,5,68.65,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Kothrud,Ideal Colony,Colony 5,Lane No. 2,1681,3,3,Unfurnished,1.95,1.22,1.96,8,43.43,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Hinjewadi,Phase 2,Colony 5,Lane No. 1,2826,1,1,Furnished,1.15,3.75,4.35,0,26.28,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Hadapsar,Amanora Park Town,Colony 6,Lane No. 2,2075,2,2,Semi-Furnished,3.41,2.7,5.15,5,43.42,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Kondhwa,Salisbury Park,Colony 4,Lane No. 3,654,1,1,Furnished,1.55,1.11,3.62,15,3.9,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Kondhwa,NIBM Road,Colony 2,Lane No. 3,2646,4,3,Semi-Furnished,1.18,1.76,3.82,16,103.74,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Hadapsar,Gadital,Colony 7,Lane No. 1,1991,3,3,Unfurnished,4.15,0.64,2.23,13,31.08,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Kondhwa,NIBM Road,Colony 4,Lane No. 1,2324,2,2,Furnished,3.65,2.54,4,1,64.8,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Baner,Pashan Link Road,Colony 6,Lane No. 4,591,2,2,Semi-Furnished,3.86,1.58,2.87,9,10.43,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Aundh,ITI Road,Colony 6,Lane No. 2,1295,2,2,Furnished,3.5,1.8,4.9,12,21.92,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Hinjewadi,Phase 3,Colony 6,Lane No. 2,533,3,3,Furnished,0.76,0.93,2.97,10,20.61,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Wakad,Jambulkar Nagar,Colony 5,Lane No. 5,995,2,2,Unfurnished,4.41,1.81,5.53,3,16.25,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Kothrud,Ideal Colony,Colony 6,Lane No. 4,728,4,3,Semi-Furnished,0.99,2.4,1.38,13,32.31,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Kondhwa,NIBM Road,Colony 7,Lane No. 4,1402,2,2,Furnished,2.27,0.6,1.01,19,31.44,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Wakad,Kalewadi Phata,Colony 3,Lane No. 3,2801,5,3,Semi-Furnished,3.96,1.18,4.53,5,168.36,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Viman Nagar,Mhada Colony,Colony 6,Lane No. 1,460,4,3,Furnished,4.09,1.45,2.22,20,25.07,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Katraj,Gokulnagar,Colony 6,Lane No. 2,656,3,3,Semi-Furnished,2.93,2.38,5.15,15,23.3,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Hadapsar,Gadital,Colony 5,Lane No. 3,2745,3,3,Semi-Furnished,4.16,3.79,5.6,2,97,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Kothrud,Ideal Colony,Colony 4,Lane No. 3,2413,2,2,Unfurnished,1.27,1.72,2.66,7,66.54,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Baner,Pashan Link Road,Colony 3,Lane No. 3,1046,2,2,Semi-Furnished,1.07,2.32,3.73,3,14.26,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Kondhwa,Salisbury Park,Colony 6,Lane No. 1,668,1,1,Unfurnished,0.67,3.29,1.32,20,6.33,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Viman Nagar,Mhada Colony,Colony 5,Lane No. 3,2422,1,1,Semi-Furnished,1.02,1.45,2.58,12,31.93,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Kondhwa,NIBM Road,Colony 7,Lane No. 5,1511,2,2,Semi-Furnished,3.02,0.54,3.14,20,39.26,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Viman Nagar,Lunkad Colony,Colony 2,Lane No. 2,989,4,3,Unfurnished,3.61,0.99,2.36,19,44.76,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Katraj,Vignaharta Colony,Colony 2,Lane No. 2,2535,4,3,Furnished,0.57,1.88,4.2,4,75.69,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Kothrud,Ideal Colony,Colony 6,Lane No. 5,2302,3,3,Furnished,2.72,3.76,4.27,15,102.29,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Wakad,Datta Mandir Road,Colony 1,Lane No. 2,2782,4,3,Unfurnished,4.93,3.45,1.64,12,104.8,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Bibwewadi,Vishwakarma Nagar,Colony 3,Lane No. 4,1192,1,1,Unfurnished,2.15,3.19,2.1,1,14.35,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Kothrud,Ideal Colony,Colony 5,Lane No. 2,2108,2,2,Unfurnished,4.6,2.92,3.32,12,48.53,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Bibwewadi,Shree Colony,Colony 1,Lane No. 3,601,1,1,Semi-Furnished,1.83,1.1,4.8,2,5.1,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Katraj,Vignaharta Colony,Colony 6,Lane No. 1,563,2,2,Furnished,1.5,2.22,3.07,7,14.16,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Kondhwa,Salisbury Park,Colony 7,Lane No. 5,2032,3,3,Semi-Furnished,4.16,3.28,2.19,6,71.83,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Aundh,ITI Road,Colony 3,Lane No. 1,952,3,3,Unfurnished,1.78,1.43,3.88,2,18.13,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Wakad,Datta Mandir Road,Colony 2,Lane No. 5,2314,4,3,Furnished,1.09,2.13,3.39,1,49.99,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Hinjewadi,Phase 2,Colony 3,Lane No. 3,1946,2,2,Semi-Furnished,1.08,3.14,1.55,18,55.8,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Katraj,Bharti Vidyapeeth Campus,Colony 1,Lane No. 5,423,3,3,Furnished,1.92,3.24,1.74,3,9.12,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Viman Nagar,Mhada Colony,Colony 5,Lane No. 4,2286,5,3,Furnished,3.54,3.81,1.09,5,170.54,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Kothrud,Paud Road,Colony 6,Lane No. 4,1633,3,3,Unfurnished,4.26,0.76,3.58,12,27.35,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Wakad,Jambulkar Nagar,Colony 4,Lane No. 5,697,4,3,Unfurnished,3.65,1.43,2.44,16,16.17,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Viman Nagar,Tingre Nagar,Colony 2,Lane No. 2,1702,4,3,Furnished,2.61,0.55,3.2,20,55.28,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Hinjewadi,Phase 3,Colony 7,Lane No. 2,486,4,3,Semi-Furnished,2.25,0.9,2.74,2,19.27,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Hadapsar,Magarpatta City,Colony 2,Lane No. 2,457,3,3,Unfurnished,3.05,3.77,3.63,11,10.53,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Wakad,Datta Mandir Road,Colony 1,Lane No. 5,2240,3,3,Unfurnished,2.19,2.82,3.26,19,64.16,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Hinjewadi,Phase 3,Colony 6,Lane No. 1,1013,5,3,Semi-Furnished,2.24,2.21,1.7,6,69.17,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Hinjewadi,Phase 3,Colony 4,Lane No. 4,2216,3,3,Unfurnished,2.41,2.96,4.34,8,74.04,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Hadapsar,Magarpatta City,Colony 1,Lane No. 5,2076,2,2,Unfurnished,1.13,1.7,4.03,0,21.65,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Aundh,Baner Pashan Link,Colony 3,Lane No. 5,2046,4,3,Unfurnished,4.17,2.09,5.46,5,93.04,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Aundh,Parihar Chowk,Colony 7,Lane No. 1,1083,3,3,Unfurnished,3,2.01,3.34,6,42.28,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Baner,Pashan Link Road,Colony 1,Lane No. 1,1770,1,1,Unfurnished,0.63,3.17,3.86,19,23.42,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Katraj,Gokulnagar,Colony 6,Lane No. 2,1274,2,2,Unfurnished,3.1,1.01,2.15,14,23.98,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Aundh,Parihar Chowk,Colony 7,Lane No. 4,731,5,3,Semi-Furnished,0.95,1.32,1.34,8,46.35,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Katraj,Bharti Vidyapeeth Campus,Colony 1,Lane No. 4,569,1,1,Furnished,3.84,0.98,4.82,11,3.6,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Bibwewadi,Shree Colony,Colony 2,Lane No. 2,2860,2,2,Semi-Furnished,4.47,1.74,3.57,8,68.53,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Katraj,Gokulnagar,Colony 7,Lane No. 3,2774,2,2,Furnished,2.48,1.69,4.08,13,38.73,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Wakad,Datta Mandir Road,Colony 4,Lane No. 1,2443,4,3,Unfurnished,3.98,3.18,2.61,18,81.65,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Kothrud,Ideal Colony,Colony 2,Lane No. 4,2286,2,2,Semi-Furnished,3,1.27,4.29,13,53.36,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Kothrud,Paud Road,Colony 2,Lane No. 3,2011,4,3,Semi-Furnished,0.98,2.03,4.79,3,62.55,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Hadapsar,Amanora Park Town,Colony 5,Lane No. 5,960,4,3,Unfurnished,4.43,3.41,3.41,16,24.61,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Baner,Pashan Link Road,Colony 3,Lane No. 2,1385,3,3,Furnished,1.12,1,4.18,13,62.05,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Kondhwa,Yewalewadi,Colony 5,Lane No. 2,1829,1,1,Semi-Furnished,3.89,3.57,3.81,17,23.15,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Baner,Veerbhadra Nagar,Colony 2,Lane No. 3,730,4,3,Unfurnished,2.61,3.95,5.33,7,39.42,"Veerbhadra Nagar, Baner, Pune, Maharashtra, India",18.519479,73.870703
Kothrud,Ideal Colony,Colony 4,Lane No. 5,1202,5,3,Unfurnished,3.87,2.4,4.28,2,33.79,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Wakad,Jambulkar Nagar,Colony 4,Lane No. 2,1987,1,1,Semi-Furnished,4.72,3.82,1.12,8,24.83,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Viman Nagar,Mhada Colony,Colony 1,Lane No. 5,1645,1,1,Semi-Furnished,3.97,1.09,4.66,4,22.23,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Aundh,ITI Road,Colony 1,Lane No. 1,978,5,3,Furnished,2.26,1.71,4.86,9,42.94,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Bibwewadi,Vishwakarma Nagar,Colony 5,Lane No. 2,1028,2,2,Furnished,4.31,1.49,1.24,14,16.05,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Katraj,Vignaharta Colony,Colony 7,Lane No. 1,2735,1,1,Furnished,4.75,1.48,2.25,10,14.82,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Katraj,Bharti Vidyapeeth Campus,Colony 4,Lane No. 3,2321,2,2,Unfurnished,1.27,3.45,3.43,17,58.21,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Wakad,Jambulkar Nagar,Colony 1,Lane No. 5,1277,3,3,Unfurnished,2.73,2.02,1.32,8,50.97,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Hadapsar,Amanora Park Town,Colony 1,Lane No. 3,1909,2,2,Semi-Furnished,1.04,3.74,4.04,12,54.03,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Kothrud,Ideal Colony,Colony 3,Lane No. 5,643,1,1,Unfurnished,0.95,2.07,4.11,12,6.33,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
